"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"mWROFnwrJVDJzb0MMjEHyhbJrrjwNHFB+HjuIscHT3w=","mWROFnwrJVDJzb0MMjEHyhbJrrjwNHFB+HjuIscHT3w=","mWROFnwrJVDJzb0MMjEHyhbJrrjwNHFB+HjuIscHT3w=","","Mariana de estos tiempos cubana🇨🇺 💯%.","","1064","1785","2019-09-28","en"
"hs7TvT3mr3V4VWomK21oEhiuRQaNPBvv822qvy43Ym8=","hs7TvT3mr3V4VWomK21oEhiuRQaNPBvv822qvy43Ym8=","hs7TvT3mr3V4VWomK21oEhiuRQaNPBvv822qvy43Ym8=","","Me encanta la danza y el cine y sobre todo defender a mi país.","","5","7","2020-02-05","es"
"YsnSbHxUFpyTWccxc5mpepi63+MsoMuCpgobOqXLgsw=","YsnSbHxUFpyTWccxc5mpepi63+MsoMuCpgobOqXLgsw=","YsnSbHxUFpyTWccxc5mpepi63+MsoMuCpgobOqXLgsw=","","Feliz como lombriz   No Porno","","288","311","2020-02-18","es"
"3SGPOx5Tvdi8d2CrkyaWXCpBu3UF6oqbsFpYlnrY=","3SGPOx5Tvdi8d2CrkyaWXCpBu3UF6oqbsFpYlnrY=","3SGPOx5Tvdi8d2CrkyaWXCpBu3UF6oqbsFpYlnrY=","","Alterna de @WendyBrea
Dice Twitter que me quiere callar...
#DeZurdaTeam 🤝🐺🐴♣️","","342","261","2020-02-22","es"
"QV6b+LDVonGfRxqMD3uA5QtKHjEIhtyYc2Wt7vmJg=","QV6b+LDVonGfRxqMD3uA5QtKHjEIhtyYc2Wt7vmJg=","QV6b+LDVonGfRxqMD3uA5QtKHjEIhtyYc2Wt7vmJg=","","""Sólo se ama lo que bien se conoce"" José Martí","","63","53","2019-09-17","en"
"pcq9St6dT0mEh04VvwB02u0SRiRJnQyNp4Zt5ZqAE=","pcq9St6dT0mEh04VvwB02u0SRiRJnQyNp4Zt5ZqAE=","pcq9St6dT0mEh04VvwB02u0SRiRJnQyNp4Zt5ZqAE=","","Mi alegría, mi humanismo, mi amor por la familia y mi patria","","4287","2456","2019-02-26","es"
"hvfFAPkefVGdzm464MHxWe0jdaCVij0gQOdMFZTvI=","hvfFAPkefVGdzm464MHxWe0jdaCVij0gQOdMFZTvI=","hvfFAPkefVGdzm464MHxWe0jdaCVij0gQOdMFZTvI=","miami","Amo compratir con mia amigas","","75","299","2020-04-22","es"
"j1Xc4fcEyQNtbqNw1UNrEvyPWnM8mbVEae6sEjheqHA=","j1Xc4fcEyQNtbqNw1UNrEvyPWnM8mbVEae6sEjheqHA=","j1Xc4fcEyQNtbqNw1UNrEvyPWnM8mbVEae6sEjheqHA=","Holguín","Ortopedico, Trofólogo y amante de mi Ciudad","","259","321","2017-02-17","es"
"RE8DZQWDITSI88040BN5i3h+iTSp41c3aUvNN72wz0=","RE8DZQWDITSI88040BN5i3h+iTSp41c3aUvNN72wz0=","RE8DZQWDITSI88040BN5i3h+iTSp41c3aUvNN72wz0=","","Cubanisimo, abogado, Martiano y Fidelista. amante de la cultura y el deporte. Toda la Gloria del mundo cabe en un Grano de Maíz.","","560","681","2019-09-20","es"
"UdH8fisvDfVHQDzpZhtLh7THHbHDplhySOv300ev8=","UdH8fisvDfVHQDzpZhtLh7THHbHDplhySOv300ev8=","UdH8fisvDfVHQDzpZhtLh7THHbHDplhySOv300ev8=","","Cubano Fidelista y Martiano, Licenciado en Derecho, que ama y siente orgullo de los valores y tradiciones de su Patria Socialista.","","20","59","2019-02-22","es"
"c3LDP86dfLsYM7DfE1vwC5jta3UttRUJ3zVnMnFrIw=","c3LDP86dfLsYM7DfE1vwC5jta3UttRUJ3zVnMnFrIw=","c3LDP86dfLsYM7DfE1vwC5jta3UttRUJ3zVnMnFrIw=","Cuba","","","5","42","2018-02-19","es"
"u8Y2RZOYu9ERoL7D+nGUmLGyrXVfKYpqn5o7ncPY=","u8Y2RZOYu9ERoL7D+nGUmLGyrXVfKYpqn5o7ncPY=","u8Y2RZOYu9ERoL7D+nGUmLGyrXVfKYpqn5o7ncPY=","Cuba","Soy una abuela feliz, que le encantan las plantas, el mar, los libros, las noticias, los postres y la historia de #Cuba y la #PatriaGrande. #CubaSalvaVidas","","1024","1310","2020-02-10","es"
"Ags2yCYmq6HZe5ju7Pi+ceO3z6qHRtmFhSHFktAsCl0=","Ags2yCYmq6HZe5ju7Pi+ceO3z6qHRtmFhSHFktAsCl0=","Ags2yCYmq6HZe5ju7Pi+ceO3z6qHRtmFhSHFktAsCl0=","","Estudiante de la Universidad de Ciencias Médicas de Gtmo. Si me sigues te sigo","","49","101","2016-04-04","es"
"C4CUhluctXMehnLdhyqpzm2QtG2HsXa6sTEeN184zks=","C4CUhluctXMehnLdhyqpzm2QtG2HsXa6sTEeN184zks=","C4CUhluctXMehnLdhyqpzm2QtG2HsXa6sTEeN184zks=","","","","15","43","2020-04-03","en"
"43CTmC5op9Qs+nzoWZ05KxIQdJdF1S5OweODFkB1H0=","43CTmC5op9Qs+nzoWZ05KxIQdJdF1S5OweODFkB1H0=","43CTmC5op9Qs+nzoWZ05KxIQdJdF1S5OweODFkB1H0=","Cuba","No hay fuerza superior a esa energía atómica que es el átomo de amor a la patria, Fidel Castro.
#DeZurdaTeam 🤝🐆♠️","","564","732","2019-12-10","es"
"wiQyAceZzOpm8PDh7aVlfoWBQwP5Hj+Xg0TrvGjCWzE=","wiQyAceZzOpm8PDh7aVlfoWBQwP5Hj+Xg0TrvGjCWzE=","wiQyAceZzOpm8PDh7aVlfoWBQwP5Hj+Xg0TrvGjCWzE=","","Soy Cubano, Fidelista, me gustan los perros, el futbol y el avance y desarrollo de las tecnologias. #DeZurdaTeam
🐴♦","","436","531","2014-05-21","es"
"q1tcf4yin2V75JBhIoSk8LRfWN5ofjYJZNTNEg1HtCI=","q1tcf4yin2V75JBhIoSk8LRfWN5ofjYJZNTNEg1HtCI=","q1tcf4yin2V75JBhIoSk8LRfWN5ofjYJZNTNEg1HtCI=","Cuba","Nuevitero hasta el fin. Revolucionario cubano. El compromiso: luchar hasta las últimas consecuencias por un mundo justo y un país digno. Sigo temas migratorios","","3117","4975","2019-04-10","es"
"3f+XxZcsHiKTvOLl3FyH8oSerL7Xuiw4b9HVSio588=","3f+XxZcsHiKTvOLl3FyH8oSerL7Xuiw4b9HVSio588=","3f+XxZcsHiKTvOLl3FyH8oSerL7Xuiw4b9HVSio588=","","Cubano, Fidelista y Martiano - Una idea justa vale más que todo el dinero del mundo #Cuba 🇨🇺 #DeZurdaTeam 🤝🐴♣️","","273","210","2020-03-29","es"
"5f0WuKYq1X+9JkGgoFVVe7E58oZf8R0dcHb06VHBhM=","5f0WuKYq1X+9JkGgoFVVe7E58oZf8R0dcHb06VHBhM=","5f0WuKYq1X+9JkGgoFVVe7E58oZf8R0dcHb06VHBhM=","","","","0","8","2019-07-08","es"
"hq3CksB5LWcfVtVK0NpY16egk6EvikvphunI0aczxo=","hq3CksB5LWcfVtVK0NpY16egk6EvikvphunI0aczxo=","hq3CksB5LWcfVtVK0NpY16egk6EvikvphunI0aczxo=","Cuba","Joven a la que le sigue germinando luz y mucha Buena Fe del corazón❣️. Y como 11 millones d cubanos... Sobrevivente del #bloqueo.        #DeZurdaTeam 🤝🐺🐴♣️","","1871","1606","2019-12-09","es"
"+YcxVfnsqfLN8yBf2T7y2cHtmKsZlmqhxzrhovPw4dg=","+YcxVfnsqfLN8yBf2T7y2cHtmKsZlmqhxzrhovPw4dg=","+YcxVfnsqfLN8yBf2T7y2cHtmKsZlmqhxzrhovPw4dg=","Santiago, Chile","","","33","46","2020-02-20","en"
"PYXImN+ffEunuluf7RhDgkLVkmQ9QEivMh3UNKZuEY=","PYXImN+ffEunuluf7RhDgkLVkmQ9QEivMh3UNKZuEY=","PYXImN+ffEunuluf7RhDgkLVkmQ9QEivMh3UNKZuEY=","Cuba","💯🇨🇺 Me encanta el país donde vivo, mi gente bonita. Amigo del que ama❤️, enemigo del que destruye☢️. #SiguemeYTeSigo. Soy #DeZurdaTeam 🤝🐆♠️","","483","344","2019-12-24","en"
"HmYHsaPjt+xzIMP1G3LB0DcMm7BAqvndKqLrxcrNtKc=","HmYHsaPjt+xzIMP1G3LB0DcMm7BAqvndKqLrxcrNtKc=","HmYHsaPjt+xzIMP1G3LB0DcMm7BAqvndKqLrxcrNtKc=","","""En las relaciones internacionales practicamos nuestra solidaridad con hechos, no con bellas palabras"". #FidelCastro #DeZurdaTeam 🤝 🐘♠️","","242","327","2020-04-16","es"
"uX05o6bHrVpn92qD3C1EapBXHkdBGqHu9Wa7X+YLKJ0=","uX05o6bHrVpn92qD3C1EapBXHkdBGqHu9Wa7X+YLKJ0=","uX05o6bHrVpn92qD3C1EapBXHkdBGqHu9Wa7X+YLKJ0=","","","","1","9","2017-10-14","es"
"DpEsAoJ2UtFOYj7fedTpFXHRtPFjKdkkmFcibsLd0sQ=","DpEsAoJ2UtFOYj7fedTpFXHRtPFjKdkkmFcibsLd0sQ=","DpEsAoJ2UtFOYj7fedTpFXHRtPFjKdkkmFcibsLd0sQ=","La Habana","🇨🇺Cubana de pura cepa, madre y mujer💜","","588","730","2019-09-09","es"
"V5y8NvA8Zgo0QwCkCPL1+O6xEwrcnm8IReRF+BIuwk=","V5y8NvA8Zgo0QwCkCPL1+O6xEwrcnm8IReRF+BIuwk=","V5y8NvA8Zgo0QwCkCPL1+O6xEwrcnm8IReRF+BIuwk=","México","God first.
In God I trust.
#ClanPussicats","","469","254","2018-06-07","es"
"irILyUtZ47qZPaoFyEIlgtU8O0MfBBjsUMcERxYSJo4=","irILyUtZ47qZPaoFyEIlgtU8O0MfBBjsUMcERxYSJo4=","irILyUtZ47qZPaoFyEIlgtU8O0MfBBjsUMcERxYSJo4=","La Serena, Chile","","","32","45","2020-02-20","en"
"bx7JYiuZUFCFW9mrA2HMJFEmR8Mq7qVar61CJ49RH4=","bx7JYiuZUFCFW9mrA2HMJFEmR8Mq7qVar61CJ49RH4=","bx7JYiuZUFCFW9mrA2HMJFEmR8Mq7qVar61CJ49RH4=","Pinar del Río, Cuba","Pinareño. Consolareño. Pero sobre todo 💯 % 🇨🇺 y Revolucionario. Ingeniero 🖥️ de profesión. A veces decimista, siempre optimista.","","1614","1658","2019-09-19","en"
"2WybF4H4ks+QDr5PyiukaAIE73OETpzZM0NWGnBIykU=","2WybF4H4ks+QDr5PyiukaAIE73OETpzZM0NWGnBIykU=","2WybF4H4ks+QDr5PyiukaAIE73OETpzZM0NWGnBIykU=","","Profesora de Historia","","47","68","2020-01-07","en"
"OLTZ6BHmnG7ODWNMTk2H81HoMmAjGtaEDj3CFK60=","OLTZ6BHmnG7ODWNMTk2H81HoMmAjGtaEDj3CFK60=","OLTZ6BHmnG7ODWNMTk2H81HoMmAjGtaEDj3CFK60=","Cuba","Soy un Ingeniero en Telecomunicaciones orgulloso de mi #Cuba.

#DeZurdaTeam
#redFSLN","","1094","1546","2019-02-27","es"
"0w1rTezr04KNXbmbguGUFNQeiP4qVk7gGstUErQsg=","0w1rTezr04KNXbmbguGUFNQeiP4qVk7gGstUErQsg=","0w1rTezr04KNXbmbguGUFNQeiP4qVk7gGstUErQsg=","","Abogada cubana. Esta es la cuenta alternativa de Camila@mat","","0","32","2019-12-03","en"
"hc6aMjg5uS9ewDyo+urNi8jhtO4eIvdIfY24I3IzKJw=","hc6aMjg5uS9ewDyo+urNi8jhtO4eIvdIfY24I3IzKJw=","hc6aMjg5uS9ewDyo+urNi8jhtO4eIvdIfY24I3IzKJw=","Santiago, Chile","Bailarín posmoderno 🕺","","20","16","2020-02-06","en"
"kOnaGnRVmvaOku97dxl5QoC4hRCGbaUcnRH3W47gNqI=","kOnaGnRVmvaOku97dxl5QoC4hRCGbaUcnRH3W47gNqI=","kOnaGnRVmvaOku97dxl5QoC4hRCGbaUcnRH3W47gNqI=","","Ing Informática cubana me gusta disfrutar de la vida y el sol y las playas de mi #CubaIslaBella #DeZurdaTeam 🤝🐊♣️ #VillaClaraTeam","","812","958","2020-04-18","en"
"W7o6bri8WiPlyCQFtRjvqUIgwH8ZCJffNBAVpWXGDo=","W7o6bri8WiPlyCQFtRjvqUIgwH8ZCJffNBAVpWXGDo=","W7o6bri8WiPlyCQFtRjvqUIgwH8ZCJffNBAVpWXGDo=","La Habana","Cubano, Socialista, Revolucionario y ¡Fidelista!.","","1960","544","2019-04-17","es"
"nX3i2HqmPM6HdH9gf+ufvAfKKOipifTJNwOu2qloxWY=","nX3i2HqmPM6HdH9gf+ufvAfKKOipifTJNwOu2qloxWY=","nX3i2HqmPM6HdH9gf+ufvAfKKOipifTJNwOu2qloxWY=","","Soy una joven que defiende su #RevoluciónCubana, alegre, me gusta la música y las tecnología.","","696","904","2019-12-24","es"
"TnWff2qZgPg8QLhpAzvpEheAwoqNFYnyEVsRQfvH3Ag=","TnWff2qZgPg8QLhpAzvpEheAwoqNFYnyEVsRQfvH3Ag=","TnWff2qZgPg8QLhpAzvpEheAwoqNFYnyEVsRQfvH3Ag=","cubacoopera.uccm.sld.cu","Cuenta Oficial de la Brigada Médica Cubana en Tanzania","","53","184","2020-03-19","es"
"XjJ18hhxPl6pirHBNTtrl7pXkMwIcHgdG1IwfAlVbk=","XjJ18hhxPl6pirHBNTtrl7pXkMwIcHgdG1IwfAlVbk=","XjJ18hhxPl6pirHBNTtrl7pXkMwIcHgdG1IwfAlVbk=","","Profesora 📓, solidaria, me encanta la música 🎷 Fiel a #FidelCastro, @DiazCanelB y a mi #Cuba 🇨🇺 #DeZurdaTeam 🤝🐬♠","","964","995","2019-11-19","en"
"1121800546036244480","Miguel Manuel Ayarde Aguilar","AyardeAguilar","Cuba","Joven😃made in 💯CUBA. Amante😍 de la buena 🎶. Seguidor de Martí y Fidel Fanático del ⚽️FCBarcelona. #DeZurdaTeam🤝🐴","","5967","6105","2019-04-26","es"
"JMU8xJYfHeZkFeIjtEtL5tNTXBABNeFDeRR+7VUhkHk=","JMU8xJYfHeZkFeIjtEtL5tNTXBABNeFDeRR+7VUhkHk=","JMU8xJYfHeZkFeIjtEtL5tNTXBABNeFDeRR+7VUhkHk=","","","","54","253","2019-03-06","es"
"CRFZkCOBoSgRdLoJn0MPnn5SeR116ZgqprPErYvjtr0=","CRFZkCOBoSgRdLoJn0MPnn5SeR116ZgqprPErYvjtr0=","CRFZkCOBoSgRdLoJn0MPnn5SeR116ZgqprPErYvjtr0=","","","","99","266","2020-05-04","en"
"vv2ilWBp+ILAL8SIRCNub7Po7X66EJeVYTNtJP0uE6s=","vv2ilWBp+ILAL8SIRCNub7Po7X66EJeVYTNtJP0uE6s=","vv2ilWBp+ILAL8SIRCNub7Po7X66EJeVYTNtJP0uE6s=","","Defensor de la verdad, orgulloso de ser cubano, del grupo de los agradecidos.","","908","1069","2019-09-13","es"
"bwSqpFG2ckA7UrrmzDXcA3xTQORV2DFh8lgG2saFaec=","bwSqpFG2ckA7UrrmzDXcA3xTQORV2DFh8lgG2saFaec=","bwSqpFG2ckA7UrrmzDXcA3xTQORV2DFh8lgG2saFaec=","Holguín","Historiadora, fiel a mi Patria, a la Revolución y sus líderes, martiana y fidelista, patriota y tierna flor de esta tierra digna. Sígueme y te sigo...","","1285","2552","2020-01-16","es"
"wqxUgpmxSgSb+A6N+VqXoDh1UZyPxJxTbW8TRiR7IE=","wqxUgpmxSgSb+A6N+VqXoDh1UZyPxJxTbW8TRiR7IE=","wqxUgpmxSgSb+A6N+VqXoDh1UZyPxJxTbW8TRiR7IE=","","Cubano, socialista, antiimperialista 
y martiano.","","93","163","2019-10-05","es"
"vjBthzVKpuYRoF4lSzwJn7sJoCzBy90QPdmoVtM9QoA=","vjBthzVKpuYRoF4lSzwJn7sJoCzBy90QPdmoVtM9QoA=","vjBthzVKpuYRoF4lSzwJn7sJoCzBy90QPdmoVtM9QoA=","","Cubana 🇨🇺 fiel a mis ideales.💯x💯","","924","1211","2019-04-23","es"
"1138462673383972866","Ana Fernández🇨🇺","AnitaFernandex","","Soy una 🇨🇺 que sigue las ideas de Fidel, Raúl y mi presidente Díaz Canel. Soy Cuba, Soy Fidel. Me gusta el mar, ❤ a mi familia. #DeZurdaTeam 🤝🐬","","8081","6536","2019-06-11","es"
"T75EqOZFstmDa83qHBtA0y54WSMedWXwmbJfWREpiig=","T75EqOZFstmDa83qHBtA0y54WSMedWXwmbJfWREpiig=","T75EqOZFstmDa83qHBtA0y54WSMedWXwmbJfWREpiig=","La Habana, Cuba","Aún un joven cubano, diseñador en sueños, ingeniero por condición y patriota por convicción.","","117","92","2019-02-23","es"
"m04BvDLZFYv9Q3zejliCK8fNPKLrVijidYaYJ1AzKxU=","m04BvDLZFYv9Q3zejliCK8fNPKLrVijidYaYJ1AzKxU=","m04BvDLZFYv9Q3zejliCK8fNPKLrVijidYaYJ1AzKxU=","La Habana, Cuba","Bióloga 💯 % 🇨🇺🌴 Amante de la vida y de las causas justas‼️","","194","260","2020-03-17","en"
"ZMhCUp+QZ9Wi0o9IzB8jWofRenef99fpqu8gMG57R0=","ZMhCUp+QZ9Wi0o9IzB8jWofRenef99fpqu8gMG57R0=","ZMhCUp+QZ9Wi0o9IzB8jWofRenef99fpqu8gMG57R0=","Rancagua, Chile","","","36","48","2020-02-21","en"
"zpRaoerEbHLdG0gRwZGrqdSaKqUELXBdQ97rIewXNg=","zpRaoerEbHLdG0gRwZGrqdSaKqUELXBdQ97rIewXNg=","zpRaoerEbHLdG0gRwZGrqdSaKqUELXBdQ97rIewXNg=","Cuba","Soy una persona culta, revolucionaria, patriota","","142","222","2016-11-27","es"
"pY1oyqKdKZcfJh47orkoEybhJguu0NHK4ZKqfJsnhxs=","pY1oyqKdKZcfJh47orkoEybhJguu0NHK4ZKqfJsnhxs=","pY1oyqKdKZcfJh47orkoEybhJguu0NHK4ZKqfJsnhxs=","","💯Cubana, amante de la paz.","","1778","1465","2019-04-14","es"
"gi2CPqT7DKU1ZomnVuGfRfacX0sWbdmk6SzHsM3hf8=","gi2CPqT7DKU1ZomnVuGfRfacX0sWbdmk6SzHsM3hf8=","gi2CPqT7DKU1ZomnVuGfRfacX0sWbdmk6SzHsM3hf8=","","Diseñador. 100% Cubano.","","929","1205","2019-07-11","es"
"IFoap+s3kHC6nhXMXQXE+fzAYcwfcHMxpcjlxTq+YdE=","IFoap+s3kHC6nhXMXQXE+fzAYcwfcHMxpcjlxTq+YdE=","IFoap+s3kHC6nhXMXQXE+fzAYcwfcHMxpcjlxTq+YdE=","La Habana,Cuba","Ingeniero informático seguidor de las ideas de Fidel y de Martí. #DeZurdaTeam 🤝🐬","","3251","3507","2019-07-19","es"
"UOw7MkXKIyNhDseLBT+zXu915qeOz8FnwiMhdYaFQOA=","UOw7MkXKIyNhDseLBT+zXu915qeOz8FnwiMhdYaFQOA=","UOw7MkXKIyNhDseLBT+zXu915qeOz8FnwiMhdYaFQOA=","Cuba","","","2","53","2015-04-29","es"
"712695220668801024","Fidel Es Un País","pereiraraul86","Matanzas.Cuba","Joven cubano revolucionario.  Convencido que un mundo mejor es posible. #SomosCuba #SomosContinuidad
#AquiNoSeRindeNadie","","9840","8739","2016-03-23","es"
"EqPBeAS2jEd1LFr6ZtaAWy2iWUP3ehbSEnJwnL0P7JA=","EqPBeAS2jEd1LFr6ZtaAWy2iWUP3ehbSEnJwnL0P7JA=","EqPBeAS2jEd1LFr6ZtaAWy2iWUP3ehbSEnJwnL0P7JA=","","No Porno","","3","7","2020-05-04","en"
"0Ml9JJ3fW4vr0jQPvA2zqEgr0hoBTMTJi6q6qjFQa4=","0Ml9JJ3fW4vr0jQPvA2zqEgr0hoBTMTJi6q6qjFQa4=","0Ml9JJ3fW4vr0jQPvA2zqEgr0hoBTMTJi6q6qjFQa4=","La Habana, Cuba","Trabajadora por cuenta propia en proyectos informáticos,graduada de Ingeniería Informática en la CUJAE. Amo el arte, el baile, la música. #DeZurdaTeam 🤝🐆","","1434","1307","2019-04-11","es"
"b67oynJk6RrqfyNatlGh3Y2FGki1wmNExEndEmqMBA4=","b67oynJk6RrqfyNatlGh3Y2FGki1wmNExEndEmqMBA4=","b67oynJk6RrqfyNatlGh3Y2FGki1wmNExEndEmqMBA4=","","Cubano comprometido con La Revolución","","258","370","2020-03-06","es"
"K3pESBc840r+voBv+Y3hXzTXIYu0Wd1vUkzicgkvo=","K3pESBc840r+voBv+Y3hXzTXIYu0Wd1vUkzicgkvo=","K3pESBc840r+voBv+Y3hXzTXIYu0Wd1vUkzicgkvo=","","Cubano Soy, De Pura Cepa, y mis raíces las defiendo con la vida.","","382","686","2020-04-06","es"
"wVvy6NDMNEVKz6pLuknz9Ws+ot76wN1q1qKk25m702s=","wVvy6NDMNEVKz6pLuknz9Ws+ot76wN1q1qKk25m702s=","wVvy6NDMNEVKz6pLuknz9Ws+ot76wN1q1qKk25m702s=","Cuba","Licenciada en Educación
Casinera por excelencia y
Amante de la cocina","","1974","2538","2019-04-10","es"
"sYpYRuIstfAo8A8MlDOAwwdAfJOVZ9RjkprPo+Kqdo=","sYpYRuIstfAo8A8MlDOAwwdAfJOVZ9RjkprPo+Kqdo=","sYpYRuIstfAo8A8MlDOAwwdAfJOVZ9RjkprPo+Kqdo=","","Cubana 100% Fidelista y Martiana  #DeZurdaTeam🤝🐴","","1603","1105","2020-01-20","es"
"bBt0OnlssNFQw3aiPgE0uKp1tkXgfZ8NwkVQE8zSs=","bBt0OnlssNFQw3aiPgE0uKp1tkXgfZ8NwkVQE8zSs=","bBt0OnlssNFQw3aiPgE0uKp1tkXgfZ8NwkVQE8zSs=","Cuba","Cubano, Fidelista, Martiano y Antiimperialista. Por la Verdad y la Defensa de #Cuba 🇨🇺 y #LatinoAmérica #DeZurdaTeam 🤝🐴","","2562","2323","2019-12-20","es"
"So+GIcxAgAWGxiFDQmcw3GNaNabGy48nCW0dkWEvoWQ=","So+GIcxAgAWGxiFDQmcw3GNaNabGy48nCW0dkWEvoWQ=","So+GIcxAgAWGxiFDQmcw3GNaNabGy48nCW0dkWEvoWQ=","Coquimbo, Chile","Amigas y nada más 🤞🏻♥️","","37","42","2020-01-14","en"
"qhqKZFFhVFx8W0+E9FzOI+GXUEac9AcIqFPKxWe2elk=","qhqKZFFhVFx8W0+E9FzOI+GXUEac9AcIqFPKxWe2elk=","qhqKZFFhVFx8W0+E9FzOI+GXUEac9AcIqFPKxWe2elk=","","Cubana 💯%, inicio mis 👣 en esta Red Social para mostrar la realidad de mi 🇨🇺
Fiel al legado de nuestros líderes.
#SomosContinuidad 
#YoSigoAmiPresidente","","78","101","2020-03-29","en"
"qG64JOPlUTThCYu4KbPqHFu8CodH2O5bV4NKWlbOHUs=","qG64JOPlUTThCYu4KbPqHFu8CodH2O5bV4NKWlbOHUs=","qG64JOPlUTThCYu4KbPqHFu8CodH2O5bV4NKWlbOHUs=","La Habana ","CUBANO 100℅, Fidelista, Martiano,Alegre, sencillo, sensible, razonador, solidario, valiente y mis Twitt están en multimedia.","","1129","1186","2019-03-02","es"
"BoT1yaTM8JL1wiZGQR7HQy7JsJePkZ425Nd0mOB8YRs=","BoT1yaTM8JL1wiZGQR7HQy7JsJePkZ425Nd0mOB8YRs=","BoT1yaTM8JL1wiZGQR7HQy7JsJePkZ425Nd0mOB8YRs=","La Habana, Cuba","Ingeniero Informático, defensor de mi #Cuba y seguidor de las ideas de Martí y Fidel.
Podrán morir las personas, pero jamás sus ideas
Ché
#DeZurdaTeam 🤝🐬♠️","","311","353","2020-02-18","en"
"Sd9WUUB97ZuMrMsptJqMF0xhZTdgkjSWHwLXfKRaKFk=","Sd9WUUB97ZuMrMsptJqMF0xhZTdgkjSWHwLXfKRaKFk=","Sd9WUUB97ZuMrMsptJqMF0xhZTdgkjSWHwLXfKRaKFk=","","","","30","34","2019-03-04","es"
"eYxt16fKTo6wGARZPzm6YlI5P+NwEDqmhfFPzgUtuY=","eYxt16fKTo6wGARZPzm6YlI5P+NwEDqmhfFPzgUtuY=","eYxt16fKTo6wGARZPzm6YlI5P+NwEDqmhfFPzgUtuY=","","Toda la América unida por una #PatriaGrande libre.","","508","669","2019-12-12","es"
"5bdPofwWaG43aV7z5HIf9qgzV5Uj7nSG97HaHZF6tgQ=","5bdPofwWaG43aV7z5HIf9qgzV5Uj7nSG97HaHZF6tgQ=","5bdPofwWaG43aV7z5HIf9qgzV5Uj7nSG97HaHZF6tgQ=","Cuba","Cubana 100%. Fidelista, del Ejército de los Agradecidos. Seguidora de Marti y otros proceres de Cuba y nuestra América. Patriota, Honesta y Solidaria. #TropaCHE","","2956","2381","2019-10-30","es"
"zkfYZjXbDw2mchKMuqpbvHJ+Mr6nIe0lpjsjC6Ziz+o=","zkfYZjXbDw2mchKMuqpbvHJ+Mr6nIe0lpjsjC6Ziz+o=","zkfYZjXbDw2mchKMuqpbvHJ+Mr6nIe0lpjsjC6Ziz+o=","Miami ","Amo el Mar","","26","303","2020-04-22","es"
"eX3mhgCPRTdwaWe0Gkdk4gFJuSBct+TEzARBB7zqM5I=","eX3mhgCPRTdwaWe0Gkdk4gFJuSBct+TEzARBB7zqM5I=","eX3mhgCPRTdwaWe0Gkdk4gFJuSBct+TEzARBB7zqM5I=","Camagüey","Abogada","","3870","5701","2019-04-22","es"
"yQaIf49M09zgwXeY0cFncvMvq73L96arBJpa2OsSVA=","yQaIf49M09zgwXeY0cFncvMvq73L96arBJpa2OsSVA=","yQaIf49M09zgwXeY0cFncvMvq73L96arBJpa2OsSVA=","","Amo a Cuba","","26","104","2020-04-15","es"
"BcpUEduSnniqkReU3NeBIV6S3zA+Ps93W8eKRNLg=","BcpUEduSnniqkReU3NeBIV6S3zA+Ps93W8eKRNLg=","BcpUEduSnniqkReU3NeBIV6S3zA+Ps93W8eKRNLg=","Cuba","#TheBlockadeIsReal and together we can help #UnblockCuba #NoMásBloqueo | «El futuro de nuestra patria será un eterno Baraguá» #FidelPorSiempre #CubaSalvaVidas","https://t.co/GfgeUiNudJ","3781","4330","2019-04-23","es"
"LgL6HCsKBHcnyJ1IG5f39VLNrSOENecCwYnkQBcs5E=","LgL6HCsKBHcnyJ1IG5f39VLNrSOENecCwYnkQBcs5E=","LgL6HCsKBHcnyJ1IG5f39VLNrSOENecCwYnkQBcs5E=","Cuba","soy revolucionario y lucho por la justicia de los pueblos y el mundo, amante de la musica, y el baile.","","1321","1893","2019-05-10","es"
"4z4Rqb9fIGRVgj0ISIklmUtKN0XTEYJBdCpOthJl8=","4z4Rqb9fIGRVgj0ISIklmUtKN0XTEYJBdCpOthJl8=","4z4Rqb9fIGRVgj0ISIklmUtKN0XTEYJBdCpOthJl8=","Cuba","cuenta propista mecánico automotriz
creo en la Revolución y amo a mi país.","","1678","2214","2019-03-22","es"
"y+qrdPZjinq2GyjxEeoqfP680ToogjJaY3ROI7qU1DM=","y+qrdPZjinq2GyjxEeoqfP680ToogjJaY3ROI7qU1DM=","y+qrdPZjinq2GyjxEeoqfP680ToogjJaY3ROI7qU1DM=","","🎶Amante de la música cubana🎶 Sígueme y te sigo #SomosCuba 🇨🇺 @DeZurdaTeam 🤝♠️","","552","535","2019-11-25","en"
"8M3wbGYigDvobok9F62kF7E3iXBSqEkyJttrydnaPQ=","8M3wbGYigDvobok9F62kF7E3iXBSqEkyJttrydnaPQ=","8M3wbGYigDvobok9F62kF7E3iXBSqEkyJttrydnaPQ=","","Soy cubano con los pies bien puestos en la tierra. Revolucionario, Martiano, Fidelista, #soycontinuidad de la obra que se ha logrado.","","71","139","2020-04-24","es"
